,Key,Count,Mean Score
0,PRP,100,0.07575170337298524
1,of,100,0.06715272728069525
2,VB,100,0.05309315105778342
3,sentiment,100,0.059406270398895
5,NN,100,0.05289441759470145
4,DT,98,0.03787868547156378
6,IN,95,0.03998424785654772
7,have,68,0.03536221626684957
13,to,52,0.03537874710680771
8,the,43,0.031962587711553546
12,NNS,40,0.0338164550805163
9,RB,34,0.03308513646235714
11,i,28,0.031685327587415775
10,mean_sen_len,26,0.03218543409944274
14,which,14,0.029866640741487736
15,VBD,2,0.0269821647279707
