,Key,Count,Mean Score
0,TTR,300,0.171608063596723
1,a,300,0.04022377394247768
2,through,300,0.024497722064265502
6,yourself,291,0.021870900812726406
10,see,260,0.0195584728916717
5,the,256,0.01946506441439692
4,RBR,255,0.01972811967450025
11,RB,205,0.019167286218521654
12,you,205,0.01805248100464553
3,and,164,0.017718557173192154
8,DT,123,0.01736244851603852
14,mean_sen_len,107,0.017391655021657328
7,of,104,0.016956135209527212
15,what,45,0.016881143650522377
18,to,34,0.016835071088850122
13,PRP,20,0.016174501577232138
19,IN,11,0.015113099915378004
16,is,9,0.01633262109891123
17,any,5,0.015878964599985616
9,there,2,0.014990098997273816
20,has,1,0.016505481936566722
21,about,1,0.017674176679632492
22,our,1,0.014682876806401918
23,sentiment,1,0.016601299601315365
