,Key,Count,Mean Score
0,TTR,100,0.13766379267018716
1,mean_sen_len,100,0.032430443294656525
2,very,100,0.03424383622204813
3,sentiment,100,0.028325265063152437
4,the,100,0.020690825007628196
7,IN,99,0.019424447535521538
8,have,98,0.022588311768153714
5,DT,76,0.01813153577411548
6,and,70,0.018082003594956614
11,a,37,0.016461680905057393
10,would,31,0.017525541018530787
17,been,15,0.015525430671230796
12,are,13,0.01613583773351527
19,VBG,10,0.015957408023289037
16,VBN,10,0.01606247903429075
18,of,10,0.016860848803482823
13,JJ,7,0.015186707222110808
9,was,7,0.0154460742397719
15,i,5,0.015148968238009
22,this,4,0.017126260017476653
14,with,3,0.015601726166831703
23,is,3,0.015659979648155672
21,PRP$,1,0.01696279206587062
20,had,1,0.014532572031841025
