,Key,Count,Mean Score
0,sentiment,100,0.21400243206700512
1,has,100,0.04273914490101685
2,a,100,0.03616399109092454
4,VBD,100,0.03259274055481873
3,JJ,99,0.03313682282247645
7,at,81,0.025142569713854344
9,VBN,73,0.023735633908428068
5,VBG,63,0.023794353394003195
11,RB,53,0.023706762914366228
10,after,40,0.02294741736117505
6,was,36,0.022838689388120538
8,of,29,0.022594277519830386
13,be,29,0.022366554107259837
16,to,29,0.023450744297151178
12,there,27,0.023107044753982783
17,PRP,11,0.021231693886999612
15,have,10,0.022308915616860336
19,VB,8,0.022496334606360073
14,but,6,0.021643550874918146
20,mean_sen_len,5,0.02037226510673862
18,then,1,0.019256747900977485
