,Key,Count,Mean Score
0,PRP,100,0.07571577033800118
1,of,100,0.06586668086400764
2,sentiment,100,0.06163941904341855
3,VB,100,0.05273491916541832
5,NN,100,0.05377784582051525
4,DT,96,0.03864969028981695
6,IN,95,0.0387347527559539
7,to,67,0.03602045345607983
8,have,57,0.03606601080928966
9,NNS,46,0.03395780355023691
12,RB,40,0.03258407222450067
14,the,33,0.032798843297292636
13,i,25,0.033153367299933796
10,mean_sen_len,20,0.032158392018498114
11,which,18,0.03176987666324805
15,VBD,1,0.02808478370859914
16,at,1,0.027739271279028282
17,had,1,0.029256428972688587
