,Key,Count,Mean Score
0,TTR,300,0.06529340980952689
1,DT,300,0.031538837652101706
2,the,300,0.028598598546014604
3,lex_density,300,0.024468574750355958
4,a,300,0.027082906718596984
6,NNS,289,0.018542335938158763
8,RB,258,0.017449710450362445
11,JJ,219,0.016869828718408385
5,to,178,0.016623472400875854
9,VB,99,0.01600457202637265
10,was,80,0.015952962800193003
14,VBD,78,0.015564547023557456
15,mean_sen_len,77,0.015520778547103339
19,that,47,0.015562754960239303
12,and,39,0.015375239320683928
7,VBG,33,0.015763956294178122
13,VBN,23,0.01510108029983961
21,sentiment,18,0.014805492550730298
16,been,17,0.01541087732638247
24,has,14,0.015849954208762344
17,PRP,8,0.015115495293119008
25,is,8,0.015101500344826085
18,JJR,3,0.015479556234519297
29,in,3,0.014805007680352693
20,VBZ,2,0.016403756376987322
28,NN,2,0.014072994239176604
22,or,1,0.014245309110887385
26,not,1,0.01569920017245165
23,IN,1,0.014213698692073349
27,from,1,0.014577877877326893
30,of,1,0.01461615281565012
