,Key,Count,Mean Score
0,TTR,100,0.12247429827807216
1,mean_sen_len,100,0.10752392374949794
2,and,100,0.0628337315706076
3,VBG,100,0.04117377140938585
4,in,100,0.045616128548882064
5,DT,100,0.028340180880728105
7,a,100,0.02922076677620498
9,before,93,0.024387094832919964
6,during,71,0.022966180769803234
8,is,65,0.02282432145812492
11,after,42,0.02250749191836681
10,the,18,0.020957125137438994
13,was,4,0.019286268898693962
14,lex_density,3,0.018626545617987187
12,on,2,0.020820799888567443
15,into,1,0.02198157392351671
16,when,1,0.022163753031357415
