,Key,Count,Mean Score
0,mean_sen_len,100,0.12474782135610689
1,TTR,100,0.08228216529953424
2,VBZ,100,0.030135009752748992
3,has,100,0.02735466522893965
4,is,100,0.029646059120439775
5,VBD,99,0.021768865708177328
10,DT,85,0.019640475763335778
6,JJ,60,0.018919182327697872
13,the,57,0.018845843877693207
9,was,37,0.018393632027588286
8,to,34,0.01859623577757037
16,VB,32,0.01834041231470728
11,PRP,28,0.017927041473569823
12,VBN,26,0.01815758241323828
7,in,19,0.01850953902023351
14,a,13,0.01850825112641517
15,lex_density,5,0.017709037477734894
18,RB,2,0.01855358965175931
19,sentiment,2,0.018268982882948766
17,VBG,1,0.01696883434175651
