,Key,Count,Mean Score
0,of,100,0.06654023365192793
1,PRP,100,0.07448772749474027
2,sentiment,100,0.05929439222477291
3,VB,100,0.05305000680880154
4,NN,100,0.05342596082937087
6,DT,99,0.03808856068168304
5,IN,93,0.03943267412772879
7,have,60,0.03499875491971687
12,to,53,0.035189666740918564
13,the,44,0.03320409905350366
14,NNS,41,0.03345922905623147
8,RB,38,0.0330579483277948
9,mean_sen_len,29,0.03257494227381635
11,i,23,0.0322749791094045
10,which,18,0.031528151501254716
15,not,1,0.029152686679103493
16,VBD,1,0.031347412936481966
