,Key,Count,Mean Score
0,VB,100,0.052046118158425206
1,PRP,100,0.07602184358288358
2,of,100,0.06664034202741848
3,sentiment,100,0.0598871450833839
4,NN,100,0.054242362124481774
5,IN,97,0.03886809754338058
7,DT,93,0.03825622064971574
6,have,61,0.03548177596589704
9,to,57,0.03587329709935417
14,NNS,41,0.03397538277797318
11,the,40,0.03290365342210833
10,RB,39,0.03210824603768715
8,i,30,0.03193319752859595
13,which,25,0.03204553783396487
12,mean_sen_len,16,0.03229294848948984
15,a,1,0.030056637710757866
