,Key,Count,Mean Score
0,PRP,100,0.07650646578653124
1,of,100,0.06688592858954794
2,VB,100,0.05356345418142555
3,NN,100,0.05319758312895997
6,sentiment,100,0.061056318408622176
4,DT,98,0.0388829210560612
5,IN,95,0.038680263094698845
10,have,63,0.035569549971727114
7,to,58,0.033915193890573826
13,the,47,0.033004749549872106
11,NNS,42,0.03287720813542357
9,RB,35,0.03310813570072007
12,mean_sen_len,21,0.032115203886206846
8,which,20,0.032280437167523386
14,i,20,0.032471404091730195
15,a,1,0.03128105359261153
