,Key,Count,Mean Score
0,TTR,300,0.0872217629433005
1,do,300,0.05121920957362702
4,PRP$,297,0.04225309295793204
3,just,293,0.03495634280627005
6,or,289,0.04072710278101446
2,be,232,0.03318172418193777
8,RBR,209,0.02814994270807162
10,are,193,0.02865038231489496
5,if,174,0.02684715435149121
9,than,139,0.025441201646966668
14,it,130,0.02642724109320455
13,with,67,0.024320383212136622
21,from,67,0.02620279964307968
12,one,58,0.025640711015590224
11,have,46,0.025434847513124217
16,for,42,0.024976346963936285
17,we,40,0.023812206393519095
7,more,32,0.024779001985365635
19,of,20,0.023501414624458167
20,has,20,0.026161811280391484
18,but,14,0.025011450863778966
15,VBN,10,0.024743446255170897
22,that,5,0.02312895458860098
23,your,5,0.02314535853223921
24,on,4,0.023915289639404272
25,in,3,0.021008879702730517
27,this,3,0.02384385851147085
29,and,3,0.020580064351260172
26,which,2,0.020973726786252898
28,they,2,0.021755082561172916
30,see,1,0.02574261357628206
