,Key,Count,Mean Score
0,PRP,200,0.07587940196591683
1,of,200,0.06713768734189118
2,sentiment,200,0.05919779953421224
3,NN,200,0.053311976045765715
4,VB,200,0.0526522752400444
5,DT,191,0.03855031586730614
7,IN,190,0.03948439452412026
8,have,118,0.034970242687092715
6,to,117,0.035578688849754986
9,the,78,0.03331538721153482
10,NNS,77,0.03416886185011365
12,RB,69,0.03247829175109677
11,i,68,0.032007440366211726
13,mean_sen_len,64,0.032017532411681635
14,which,28,0.03179029161790033
