,Key,Count,Mean Score
0,i,100,0.09004078785168916
1,RB,100,0.05799298666224626
2,sentiment,100,0.043408395112994845
3,VBD,100,0.04431162938153288
4,this,100,0.03651017685615929
5,was,100,0.030292736435051672
6,a,100,0.033089920314750096
8,but,87,0.02586651428575546
10,not,44,0.02360585925150596
12,my,41,0.02309173004723937
9,do,30,0.023444403855645692
7,so,25,0.0226331805570892
13,have,21,0.022398253020671905
11,VBZ,19,0.02202997680844771
14,DT,18,0.02225411189532102
15,and,6,0.021244355878521564
17,the,6,0.02130808190322649
16,see,3,0.021069702691732767
