,Key,Count,Mean Score
0,TTR,155,0.12299417280527218
1,sentiment,155,0.09922247233590856
2,RB,155,0.07396373993270987
3,of,154,0.04410203979296155
4,PRP,145,0.03404526335839179
6,i,144,0.03791783816856538
7,is,140,0.034130350966352925
12,and,114,0.03324167413736443
8,could,99,0.03200228485722574
11,the,85,0.030818908328225085
9,their,65,0.03034008207511196
5,mean_sen_len,63,0.030347751144864942
10,NNS,49,0.028758986289956556
13,very,20,0.029228151186874034
15,not,3,0.02776565520215259
14,we,2,0.028657215047117424
16,but,1,0.023901945765382963
17,its,1,0.027166870889993203
