,Key,Count,Mean Score
0,sentiment,100,0.1023896680437008
1,RB,100,0.07989245661065408
2,VBD,100,0.07077520585913268
3,its,100,0.06338013602239978
4,i,100,0.06676690873713996
5,but,100,0.04669325588392773
6,PRP,100,0.041550090671513544
7,and,100,0.03832352018250692
9,TTR,68,0.03147083068396773
8,mean_sen_len,43,0.030242793516908093
10,this,35,0.029929541840394064
11,was,27,0.030423660481616627
12,VBZ,19,0.02882269289453962
14,the,5,0.029027713474302795
15,NN,2,0.029970013555024107
13,VBG,1,0.026893830175747268
