,Key,Count,Mean Score
0,TTR,200,0.08827819872141389
1,sentiment,200,0.04297301343984585
2,this,200,0.03795236581692763
3,PRP$,200,0.03327778276979661
4,our,200,0.03847219939556124
5,lex_density,200,0.02366939546682749
8,that,199,0.021603835919646923
7,RB,197,0.021443229170747997
6,a,193,0.020428341553125288
9,DT,163,0.019219580397210986
10,PRP,15,0.018477873127765113
12,the,15,0.018252694097339026
11,VBN,9,0.018298880168850173
14,are,5,0.01816126054815232
13,we,3,0.018316138871982673
15,and,1,0.017359838020930312
