,Key,Count,Mean Score
0,TTR,300,0.168589298441365
1,i,300,0.039317149209753356
2,the,300,0.03129657993473144
3,a,300,0.025955818292664606
4,and,299,0.02012126417260062
6,DT,299,0.01851601460512522
11,this,287,0.018644034358965823
7,IN,273,0.016453649019574437
10,what,163,0.015657223016333394
5,or,132,0.015202873273029258
14,to,101,0.01428349494266877
13,is,40,0.01373263102481534
9,that,36,0.013874588531662329
8,PRP$,34,0.014072804261473747
12,an,33,0.014450179058897455
16,about,19,0.013863781949810515
15,it,15,0.01339496091651122
22,but,13,0.013912815077867033
18,RB,10,0.013524042079472526
21,for,9,0.013870834535805919
17,of,9,0.01339060290128766
23,NN,9,0.012828386923672623
19,mean_sen_len,7,0.013130895716889369
20,by,5,0.013886125909102464
25,NNS,2,0.012831473741399275
28,PRP,2,0.012938940474615234
24,not,1,0.01312820029294578
26,VBG,1,0.01250106946992343
27,with,1,0.01254867019010711
