,Key,Count,Mean Score
0,PRP,100,0.07604422566588016
1,of,100,0.06756919886805847
2,sentiment,100,0.060211990789730774
3,NN,100,0.05322660483122964
4,VB,100,0.052064055734531725
7,DT,95,0.03859216554161629
6,IN,94,0.0393427274193453
9,have,70,0.03544904034791167
10,to,68,0.03592936084760382
13,the,47,0.0330252660056372
11,NNS,35,0.03437785141711967
5,RB,33,0.032706338500819804
12,mean_sen_len,23,0.03134801091813541
14,i,19,0.03203325974213173
8,which,14,0.030966745389331616
15,a,2,0.02712567770520448
