,Key,Count,Mean Score
0,PRP,100,0.07626608585400801
1,of,100,0.0666760321008892
2,sentiment,100,0.061390265477243966
3,VB,100,0.051614117860597386
4,NN,100,0.05337562786657184
7,DT,97,0.03808971368405789
8,IN,97,0.03968125178642963
6,to,62,0.036440248390203094
5,have,61,0.03592913833881888
9,NNS,45,0.0333272396905778
10,the,34,0.03319229619322193
11,i,30,0.03177816439413819
12,RB,30,0.031800649389004974
14,mean_sen_len,23,0.032583884415748846
13,which,19,0.03151825377853357
15,VBD,2,0.02929297472757171
