,Key,Count,Mean Score
0,mean_sen_len,100,0.12102027611170595
1,TTR,100,0.05334307170230382
2,this,100,0.06204813889951371
3,VBD,100,0.046277810138834606
5,that,100,0.036313335694763874
6,or,100,0.03905000002399277
9,you,97,0.030905621992519432
4,VBP,92,0.03763198123244977
7,is,82,0.02930959389783208
8,with,54,0.027882839990065838
13,of,21,0.02694084402779994
11,what,19,0.024986135793273034
14,an,8,0.027463684986945014
15,so,8,0.026490601151936154
12,from,7,0.025258684197010543
10,VBZ,6,0.026649673182084208
16,i,3,0.022779852878543828
17,it,2,0.026598165307670847
18,in,1,0.02100303961901494
