,Key,Count,Mean Score
0,said,100,0.06373497340863782
1,VBD,100,0.05681233378295456
2,mean_sen_len,100,0.04095628526601143
3,and,100,0.04172470582830118
4,VBG,100,0.03148067848278514
5,sentiment,100,0.02932299098991913
6,PRP$,96,0.023965709947567266
8,has,93,0.024212648873523816
7,was,92,0.023916413873851662
11,been,41,0.02169863816596633
13,that,31,0.020351798129405834
14,but,21,0.02088001968784734
10,their,10,0.02108572360982083
16,our,5,0.021396635792188208
9,who,4,0.01879091169771664
12,because,3,0.020098580814817735
15,with,2,0.01945899718426097
17,these,2,0.020168407544246657
