,Key,Count,Mean Score
0,mean_sen_len,100,0.10206018290654903
1,this,100,0.04131019543470269
2,that,100,0.038991848569693656
3,you,98,0.03353762410089161
7,TTR,93,0.02989822045997552
5,VBD,88,0.031262169437879815
10,and,84,0.03220756362226086
9,with,67,0.029302251602262994
13,what,67,0.029303628274799765
4,of,56,0.029205404860710226
11,in,28,0.027436231068713398
8,VBP,27,0.027575657647326116
12,IN,26,0.02639733696389427
16,from,17,0.026633425046152737
15,it,14,0.027319245618676342
6,or,12,0.02694298646741278
14,on,9,0.026347477080594907
17,is,6,0.02489114042882845
18,so,4,0.027937124468554557
19,VBZ,4,0.023955461372670447
