,Key,Count,Mean Score
0,of,100,0.06650794741996668
1,PRP,100,0.07410767810098068
2,sentiment,100,0.06156112914930688
3,NN,100,0.05337875874167563
4,VB,100,0.05160827122528775
7,IN,98,0.03840295733184763
5,DT,91,0.03845839596462745
6,to,58,0.036183806181020385
8,NNS,52,0.033856005929878925
11,have,49,0.03493499589751166
9,RB,39,0.032745346335364536
12,the,32,0.03205539668185139
13,i,29,0.032857114129445204
14,which,28,0.03173552649798523
10,mean_sen_len,22,0.03289684233349268
15,a,2,0.028039462271763092
