,Key,Count,Mean Score
0,mean_sen_len,100,0.028131001715896935
2,DT,100,0.024745356141533902
3,the,100,0.02097902017799582
4,lex_density,100,0.028217643511697622
1,who,89,0.02033263300443945
5,VBN,81,0.018145489661259333
11,a,69,0.017367658081584764
10,JJ,68,0.017363911405433252
16,VBP,62,0.01748737017097717
7,RB,47,0.016829743554798157
6,TTR,39,0.016095045881996478
15,been,38,0.017435977545739157
14,has,30,0.01652951657053737
8,with,17,0.01612549644392572
9,it,13,0.01567461359231734
12,PRP$,12,0.016129190005667787
13,IN,11,0.016597739838073645
17,VB,5,0.015282158670975075
21,out,4,0.016084601563204026
18,sentiment,3,0.016396280199672143
20,that,3,0.015926617972178616
22,only,2,0.017585987009739807
24,VBZ,2,0.015011391867645787
19,of,1,0.013943897524951034
23,at,1,0.015400961623790994
25,on,1,0.015230124851409342
26,could,1,0.015493307160048804
27,be,1,0.017626019386132015
