,Key,Count,Mean Score
0,TTR,300,0.22571317655412879
1,mean_sen_len,300,0.050759818848627375
2,the,300,0.039333668204771285
3,and,300,0.028454756922468315
4,DT,300,0.027077035839196385
6,IN,300,0.021167629761295624
7,a,300,0.019368826732129293
5,in,298,0.019045229618116367
10,said,164,0.01509473074956701
11,an,150,0.01498861478970037
9,JJS,105,0.015172696738175652
8,VBG,80,0.014210342345470145
13,RB,40,0.013404542323373996
14,VBP,14,0.013388055711662933
17,to,14,0.013349709549853048
12,NN,6,0.012627419204525335
22,after,6,0.01301008609183811
23,of,6,0.012887014372200722
21,when,4,0.01419214525620859
15,was,3,0.011622989847950951
26,JJR,2,0.01341909373474622
19,this,2,0.013661342946476439
20,JJ,2,0.011986347880393006
18,be,1,0.012839081326386653
16,lex_density,1,0.012473848269278984
24,but,1,0.012150193438368269
25,very,1,0.014485076277513007
