,Key,Count,Mean Score
0,TTR,100,0.16824430401485263
1,mean_sen_len,100,0.03449658230724592
3,sentiment,96,0.024776153832290326
6,NN,94,0.024292306742758243
5,lex_density,94,0.024265314142299505
4,DT,90,0.023482999186900926
2,IN,84,0.02378245390660441
9,JJ,73,0.023493167277857597
8,NNS,61,0.023176872118071675
11,and,50,0.023162325846469906
16,the,37,0.022667145118436687
7,a,36,0.023207729063077696
14,to,24,0.023135273397260347
10,VBZ,23,0.023394090137144538
13,VB,18,0.022399173625655286
15,VBP,13,0.022910676237615543
12,RB,4,0.02278503594825669
18,PRP,2,0.021917681281876787
17,VBG,1,0.02260796090350126
