,Key,Count,Mean Score
0,TTR,300,0.06797963708152527
1,so,293,0.03213132425459446
3,VBG,257,0.027454779800180212
9,in,238,0.025834393665009416
2,have,236,0.02797075370056408
4,but,221,0.024888627911338567
10,and,173,0.02415566239185914
6,this,172,0.025685266191661255
12,or,170,0.026095417244324313
15,with,144,0.023891856106880913
17,for,118,0.02303629884490076
11,VBD,113,0.02485928443187303
5,JJR,90,0.023537792377072573
20,on,89,0.02420022203442124
14,it,70,0.022588748732801825
13,that,58,0.021740882138208056
16,as,50,0.022290304369282535
21,VBN,44,0.02261676943639424
18,of,42,0.022378703656420213
26,a,20,0.02049950516540835
25,if,15,0.021286974585943873
22,PRP$,14,0.021296172150125744
27,can,14,0.021316708346164753
32,RB,8,0.02110083612204135
19,do,7,0.022700388404685797
7,be,7,0.022571836389986145
30,to,7,0.020063058755834716
8,is,6,0.020170095582221076
23,an,6,0.022119709863069343
24,not,5,0.02222492253433506
29,mean_sen_len,5,0.01975923450171048
31,from,4,0.021350357826537318
28,them,3,0.020490261314848015
33,RBR,1,0.019814915453122674
