,Key,Count,Mean Score
0,PRP,100,0.07535389167333116
1,VB,100,0.05346077431064025
2,of,100,0.06735643198126379
3,NN,100,0.05313657697312573
4,sentiment,100,0.059992547398440885
7,DT,100,0.03798939586472658
5,IN,94,0.03925514822462995
10,have,63,0.03485753370164505
6,to,53,0.03645238040707237
8,NNS,44,0.033488957066529663
9,mean_sen_len,36,0.03322393680719862
12,the,30,0.032341905732393754
13,RB,30,0.033207276698949524
11,i,27,0.03140785376727959
15,which,22,0.03135357496513813
14,had,1,0.03270334277197546
