,Key,Count,Mean Score
0,mean_sen_len,100,0.062269747059042604
1,TTR,100,0.045055942957291775
3,sentiment,100,0.028110438678856133
2,RB,98,0.03019826131628402
6,a,95,0.027799453956959784
4,VBD,87,0.026703387231040144
8,JJ,86,0.02736794775042629
11,was,66,0.02558850837053178
7,IN,64,0.02445814135812644
10,NN,48,0.02440839527417452
14,to,43,0.02476282049415314
13,lex_density,36,0.024186688534994494
5,VBG,30,0.02533149824414522
9,DT,24,0.023764580257004328
15,PRP,9,0.02419432441218575
12,VB,6,0.023925450286678123
16,PRP$,3,0.023644091543461237
17,the,3,0.023705956168020695
18,had,1,0.023185053032383007
19,NNS,1,0.023881580460244353
