,Key,Count,Mean Score
0,TTR,300,0.21114342449348245
1,mean_sen_len,300,0.05739890043382854
2,RB,300,0.03159572242728727
3,sentiment,279,0.02308940296998659
5,VBD,269,0.022033379591900666
6,PRP,253,0.021674101843390595
4,NN,237,0.021247772172619687
12,IN,209,0.021028629103397357
10,a,207,0.02136510363656274
7,JJ,204,0.02130301849455258
9,lex_density,199,0.021142706123379044
14,to,63,0.02061907388120935
8,DT,47,0.0199915025948235
15,VB,39,0.020021942069470115
11,VBG,31,0.020464623765480177
13,was,29,0.020152086977353684
17,the,13,0.01963122458745127
18,and,12,0.020226206330024855
19,PRP$,4,0.020500281582027907
16,of,2,0.020260411599318746
21,had,2,0.01997594492209538
20,NNS,1,0.018831096497171212
