,Key,Count,Mean Score
0,TTR,100,0.10764899072704118
1,sentiment,100,0.09497610969640728
2,must,100,0.05289414723574663
4,VBD,100,0.03176232187748055
5,as,99,0.031672535813035585
7,own,85,0.027423516831643274
3,is,77,0.027821619814440604
12,not,73,0.02799862440006373
8,the,69,0.02467005627898602
11,male_pronouns,58,0.026824269057128577
10,then,44,0.024525506877994274
14,which,41,0.024626541957235213
6,by,23,0.024407073780306526
15,was,15,0.023799194874150848
9,lex_density,10,0.02109397148395787
17,their,2,0.02224244079067958
13,about,1,0.018305233029359907
16,it,1,0.01687759227670434
18,NNS,1,0.021095108158626457
19,and,1,0.02157308478861348
